3.4043337429,0.0526817023,-1.31E-03,0.0397951594,-0.0111187654,0.0377901035,0.0106677727,-0.0318893976,-0.1201906929,-0.0057847517,-7.66E-03,0.0436579223,0.0475479349,0.046576306,-8.15E-04,0.036337159,-0.1895728954,0.037251349,-0.0132269369,-0.0055474888,-0.024173852,0.0989339963,0.0269511115,-0.0843100346,-2.3536984782,0.0676670372,-0.0268787145,0.0627114914,0.185318993,0.0705272558,0.1173351178,0.4178375812,-1.359177823,0.1322734667,0.051533421,0.0387310032,0.1560765549,0.0480383846,0.009865941,3.4043338475,0.0058637913,0.0542545636,0.0807766785,0.0693552876,0.0325921455,-0.0509985716,-0.0195005563,0.0524382259,0.1182569218,0.1162480992,0.0556037412,0.0118875168,2.05E-02,0.0392127632,0.0924494225,-0.0809204153,-3.9781590353,-0.0836503884,-0.0258230728,0.0509998043,-0.0063919001,0.0235483299,0.003702818,-0.0451849323
1.8575031365,-3.05E-03,0.0289295545,-0.0419449717,0.0032204633,-0.0270801524,0.0114736253,-0.0152665255,0.7879299543,0.1017393032,0.1267675607,-0.09923054,0.0372004799,-7.56E-04,0.0526620596,-0.0060415576,-0.8205573279,-0.0606999257,-0.0209514678,0.1887039197,0.1953702137,-0.0581837658,-0.0088365788,0.1810934608,-4.0023703867,-0.0449702387,0.0392693869,0.0418254921,0.0378319258,0.013075407,0.0728764753,-0.4667616363,-3.2420088607,-0.0443800561,0.0604194867,-0.0219533125,0.0384477784,0.0565345541,0.0473790815,1.8575032036,0.217532958,0.0916549349,0.0477906373,-0.0585947699,0.0328977472,3.18E-02,0.0557753669,0.3105707123,4.68E-03,0.0737524426,-0.0239238346,-0.0368867853,0.0567798068,-0.0264361668,0.0352263257,-0.0595473113,3.0410824812,0.0032860975,0.0943253177,-0.0050424135,1.44E-02,0.0213562411,0.0572639306,-0.2415691513
5.1896115945,-0.0629406041,0.031025928,-0.0414823605,0.0200910599,0.051881331,-0.0239918985,5.51E-02,0.0573125361,0.0191741045,0.0767223699,0.0270129122,0.0229404619,0.0409025529,0.024595832,0.0263360557,0.3945149102,8.43E-03,0.0646687205,0.0764953045,0.0236265929,0.0285450326,-0.0427798616,-0.1140235207,1.2774209061,-0.0237918896,0.1016804602,0.1170032124,0.0433136242,-0.0157704917,-0.0158761666,-0.5864197943,0.3720536312,-0.0542997786,0.0925189773,0.0409615208,-1.78E-03,-0.0055632002,-2.12E-03,5.1896117344,0.0840168997,-0.0163623629,0.0145843755,0.0609910269,0.0148009145,0.1671794779,0.1918460907,0.0364823799,0.1389235366,-0.1328556184,0.0204420678,0.1142175259,0.128886873,0.0890864455,0.1424333717,-0.0576966805,-12.326597699,-0.2304340964,4.12E-02,-0.0101825706,0.091988522,0.089302191,0.2454179404,-0.1816659468
2.836802062,-0.0268142138,0.0373592225,0.0262413711,0.0375424985,0.0297362275,0.117986088,-0.012656808,-0.0464800396,0.0188736316,0.0113217217,-0.0194534748,-0.0039840374,-0.0622564431,-0.1088139143,0.0019176861,-0.1092540534,0.0524268248,0.1778626681,0.0754556673,0.0905753454,0.053087772,-0.0058521978,0.0019390889,-2.2199626854,0.018994823,0.1720878713,0.0340137519,-0.0698750463,0.0924246655,0.115340929,-1.2122191504,-1.8173396289,-0.0527138939,0.0145054042,0.0506274265,0.0919892331,0.0157681509,0.0504979889,2.8368021662,0.092279499,0.0064008136,0.1035801244,0.1391333115,0.0157244671,0.0819842987,0.0663072087,-0.2171780814,-0.012380493,0.0292292601,0.0491203089,0.0745678904,0.0202531933,0.0316699229,-0.0042497028,-0.1202161447,-0.9206745143,-0.1380126918,-0.0159782597,0.0322004395,0.0499386406,-0.020656359,0.093078194,0.1914240149
-2.2651874394,2.13E-02,0.0187615399,0.0633321039,-0.0296340917,0.0939387488,0.1310189299,0.0167562022,0.267892702,-0.1091574799,0.0923974458,-0.0181287568,0.0126940776,0.1556680113,-0.0574546275,0.0098611779,0.4092012438,0.0220525308,0.0201376812,0.0779427686,0.0918898404,0.1080517948,0.0629728636,-0.3227886198,-0.3693954109,-0.0212232883,0.0385466012,0.0535043557,0.0283287728,0.0864854122,0.0760193283,-2.2606344868,1.5100942461,0.111065098,0.0357213147,4.55E-02,0.0476932852,0.1386070928,-0.008837764,-2.2651872777,-0.5018793472,-0.0219063287,-0.0150181752,0.0672215128,0.1258217762,4.15E-04,0.0876881246,0.1393021633,-0.1832227891,-0.2601354513,0.03113064,0.0481044131,-2.62E-03,0.0441878252,0.0178743289,0.0968253728,5.1085464811,-0.0167434766,0.0165767218,-0.0308227124,-0.0199096065,0.047271054,0.0745448201,-3.32E-03
-1.654691692,-0.2669119926,0.0378868897,-0.0233730448,0.0608726884,0.2076140351,1.13E-02,-0.0293798029,0.0996813191,-0.0507062724,0.0433394207,0.0461697422,0.036500376,0.1493988814,0.0580418869,0.0332030381,0.2590526826,-0.0527013478,0.0921481779,-2.72E-03,0.1419563785,0.2927407214,0.0949097178,0.0293270233,5.9918497679,-0.0134474882,0.0702709762,0.0150078526,-0.010544424,-0.0434691458,0.0852712788,0.0881511102,-4.3360125048,-0.0073547711,0.0461718053,-0.0206231925,-0.0254295696,1.90E-02,-0.0469918437,-1.6546915894,0.0256656923,0.0050812368,0.162417372,0.049035155,-2.57E-03,6.36E-04,0.0060917221,0.0885006329,-0.0579684624,-0.0062814401,0.027817265,2.69E-02,0.0033512145,0.0274975171,0.111741015,-0.0317359768,0.4889982669,-0.0519218849,0.0671047612,0.0514174838,0.0104550337,0.0622105902,0.0053372934,0.0948082695
-0.7789206765,0.0081443276,0.070619607,-0.0100440447,-0.0489782473,2.33E-04,0.0100648003,0.0097216512,0.0577617748,0.0341084529,0.0525422913,-0.0517109588,-0.0293536704,0.1128179017,-0.0723793871,0.0017558456,-0.2539394201,0.0805485878,0.0145817019,-0.0045974666,0.0978658924,0.099641812,0.0171532911,0.0341866918,2.0968818274,0.0300539675,0.0400000386,0.0231237599,0.0558937705,0.0407160358,0.0790279867,0.8893514537,0.1864982735,0.0082312928,0.0360337111,1.31E-02,0.0362431637,0.0591365188,0.0696450847,-0.7789205791,0.0785352255,0.1446582098,0.1439931043,0.0436708104,0.0550979572,0.0168916385,0.1229906275,-0.7175865086,-0.0995389845,0.1016034932,0.0150094162,0.0745531985,0.0388122554,-0.0119899039,0.1106539384,-0.1876536648,-1.6044174155,0.049419912,-0.0280948781,0.0110190103,-0.0242943195,0.1180228205,0.0112659455,0.1498119295
-0.8272737565,0.0736708909,-3.32E-03,0.0213240538,0.0378978662,0.0607916757,0.0450703545,-0.1920750079,-0.1469241131,0.0696677862,5.88E-02,4.85E-04,0.0736835403,0.001765432,-0.0767061096,-0.1311758593,0.151331595,-0.0066337327,0.1187870041,0.0976939264,9.17E-03,-0.014110912,-0.00683777,0.0379543411,-0.4753031169,0.0450770846,0.0862177769,0.0453178037,-0.0117546469,0.0608460094,0.0359033519,-0.265866656,1.4808014064,-0.0133571135,0.0584309637,0.0274247033,0.0517216295,0.0462131931,0.1152971404,-0.8272736446,0.0688480317,-0.0348657098,0.0023150984,0.0693347748,0.007107871,0.0344347359,0.0052299705,0.0059297094,0.0338913047,0.0514235877,-0.0246855986,0.0276494026,0.0276305657,0.1003228344,-0.012876572,1.04E-04,0.4376611944,-0.0706006076,0.0086055031,-0.027014068,0.3674091112,-0.0049923027,0.0165877578,-0.0339457168
-3.1832479229,-0.1106579816,0.0223356626,-0.0119543121,0.0102336915,0.0139816265,0.0647534526,0.0157571807,-1.5319256289,0.0402079748,0.0638611597,0.0093283174,0.0674821864,0.0565430406,-0.0188536379,-0.0517952786,0.0637507983,-0.0334927399,0.1390904422,0.0601563806,0.0790342669,0.1305630745,-4.76E-02,-0.0168003787,1.3713334215,0.0132800859,0.0496088401,0.1297498027,0.0983178431,9.17E-04,0.0369875038,-1.2796285923,2.845135221,0.1020400396,0.0387615976,0.1043574194,0.0499333601,0.0183492173,0.0890336847,-3.1832477754,-0.1329591442,-0.1155024136,0.2223603601,0.1426076163,0.1125598988,0.025479138,0.0302337568,0.1308686103,0.1904756024,-7.39E-03,0.0742454903,0.0536106355,0.0192515233,0.0156366248,-0.0113986438,0.0296494362,3.6873220349,0.1554110804,0.01205172,0.0049375866,0.0819955908,0.0042832535,0.072625366,-0.0164670468
-2.5120917167,0.0668730236,-0.0539058727,-0.0445355428,1.05E-02,0.0289795348,0.0425560199,0.1179794837,-0.042528774,0.0024179301,0.0272130225,-0.0159826909,-0.0264787542,-1.58E-02,-0.1102548969,0.0235231827,0.0985652556,-3.03E-02,0.1620139566,-0.0323251949,-2.14E-03,0.1307961095,-0.0402823699,-0.157663518,-0.5614987479,0.0695391757,0.0802408359,0.0855882075,0.0378768062,0.1460340213,0.1381779221,0.0108759486,1.7141227977,0.0688817927,0.0300429963,0.0114584427,0.1436166144,-0.0070498797,0.0124223252,-2.5120916278,-0.0834005953,-0.0559779937,0.154757783,0.0639045834,0.0625674611,0.0418725877,2.43E-02,0.0652410156,-0.0585806367,-0.0174519664,0.0095669579,-0.0051507007,0.0048005777,0.0071339722,-0.0553952863,-0.0858402024,3.3574766724,-0.053087951,0.0482877836,0.0211254793,-0.0168799946,-1.91E-02,-0.0530624271,0.1909355037
